Column1,Column2,Column3,Column4,Column5,Column6
ratk.224,HIP15673,6813.407,17700.84603,-0.084,t
ratk.225,HIP15673,6803.429,17700.85143,0.046,t
ratk.226,HIP15673,6793.560,17700.85678,0.175,t
ratl.189,GJ905,-11200.559,17701.60746,-2.072,t
ratl.190,GJ905,-11210.148,17701.61284,-1.942,t
ratl.191,GJ905,-11219.864,17701.61822,-1.813,t
ratl.193,HIP110640,-22603.332,17701.62695,-0.287,t
ratl.194,HIP110640,-22616.172,17701.63236,-0.157,t
ratl.195,HIP110640,-22628.919,17701.63772,-0.028,t
ratl.198,HIP2552,-40.664,17701.6625,1.577,t
ratl.199,HIP2552,-46.747,17701.66791,1.447,t
ratl.200,HIP2552,-52.800,17701.67325,1.319,t
ratl.201,HIP5542,-2173.753,17701.67739,1.885,t
ratl.202,HIP5542,-2175.026,17701.67821,1.866,t
ratl.203,HIP5542,-2176.301,17701.67903,1.846,t
ratl.204,HIP7734,-2702.150,17701.68234,2.256,t
ratl.205,HIP7734,-2710.194,17701.68683,2.148,t
ratl.210,HIP11029,-8773.935,17701.80429,-0.034,t
ratl.211,HIP11029,-8777.083,17701.80544,-0.006,t
ratl.212,HIP11029,-8780.262,17701.80659,0.022,t
ratl.218,HIP7748,4177.445,17701.83112,1.363,t
ratl.219,HIP7748,4172.710,17701.83647,1.492,t
ratl.220,HIP7748,4167.968,17701.84188,1.622,t
ratm.198,HIP17749,8584.508,17702.59862,6.315,t
ratm.199,HIP17749,8583.114,17702.60399,6.186,t
ratm.200,HIP17749,8581.570,17702.60935,6.057,t
ratm.206,GJ866,-28582.564,17702.62579,-0.461,t
ratm.207,GJ866,-28595.269,17702.6311,-0.333,t
ratm.208,GJ866,-28608.205,17702.63649,-0.203,t
ratm.221,HIP3998,-14508.409,17702.72821,-0.286,t
ratm.222,HIP3998,-14522.540,17702.73354,-0.157,t
ratm.223,HIP3998,-14536.812,17702.73892,-0.028,t
ratm.227,GJ65A,-14684.682,17702.74914,-0.564,t
ratm.228,GJ65A,-14698.554,17702.75449,-0.435,t
ratm.229,GJ65A,-14712.654,17702.7599,-0.305,t
ratm.234,HIP3419,-20390.479,17702.76867,0.845,t
ratm.235,HIP3419,-20391.930,17702.76925,0.859,t
ratm.236,HIP3419,-20393.350,17702.76981,0.873,t
ratm.237,HIP10542,-10619.123,17702.77359,-0.592,t
ratm.238,HIP10542,-10633.100,17702.77895,-0.463,t
ratm.239,HIP10542,-10647.036,17702.78427,-0.335,t
ratm.242,GJ54.1,-17580.569,17702.79769,1.052,t
ratm.243,GJ54.1,-17594.308,17702.80316,1.184,t
ratm.244,GJ54.1,-17607.720,17702.80854,1.313,t
ratm.245,HIP4288,-13204.389,17702.81284,1.691,t
ratm.246,HIP4288,-13206.867,17702.81389,1.716,t
ratm.247,HIP4288,-13209.365,17702.81494,1.741,t
ratm.252,HIP17414,4582.769,17702.82911,-0.750,t
ratm.253,HIP17414,4568.339,17702.83443,-0.622,t
ratm.254,HIP17414,4553.464,17702.83989,-0.491,t
ratm.261,HIP19859,7186.407,17702.84969,-0.775,t
ratm.262,HIP19859,7178.225,17702.85266,-0.703,t
ratm.263,HIP19859,7170.339,17702.8555,-0.635,t
ratm.270,HIP19930,9859.919,17702.87148,-0.264,t
ratn.197,HIP108752,-25446.271,17703.64302,0.632,t
ratn.198,HIP108752,-25458.934,17703.64839,0.761,t
ratn.199,HIP108752,-25471.570,17703.65379,0.891,t
ratn.221,HIP11000,-9226.667,17703.78017,-0.480,t
ratn.222,HIP11000,-9241.553,17703.78556,-0.351,t
ratn.223,HIP11000,-9256.415,17703.79092,-0.222,t
rato.198,HIP117946,-19158.075,17705.59687,-2.294,t
rato.199,HIP117946,-19169.539,17705.60219,-2.166,t
rato.200,HIP117946,-19181.313,17705.60756,-2.036,t
rato.208,HIP117795,-5579.827,17705.63659,-1.287,t
rato.209,HIP117795,-5587.128,17705.6418,-1.161,t
rato.210,HIP117795,-5594.818,17705.64724,-1.031,t
rato.212,HIP6290,-2448.724,17705.6747,1.845,t
rato.213,HIP6290,-2456.725,17705.68008,1.715,t
rato.214,HIP6290,-2464.756,17705.6854,1.587,t
rato.221,HIP6537,-16773.416,17705.72779,-0.634,t
rato.222,HIP6537,-16775.251,17705.72847,-0.617,t
rato.223,HIP6537,-16777.088,17705.72916,-0.601,t
rato.224,HIP6706,-12343.473,17705.73078,-0.614,t
rato.225,HIP6706,-12346.195,17705.73181,-0.589,t
rato.226,HIP6706,-12348.980,17705.73286,-0.564,t
rato.242,HIP12781,-2701.474,17705.77187,-0.936,t
rato.243,HIP12781,-2715.276,17705.77727,-0.807,t
rato.244,HIP12781,-2729.041,17705.78261,-0.678,t
rato.245,HIP14293,-4974.709,17705.78566,-0.927,t
rato.246,HIP14293,-4977.598,17705.78672,-0.901,t
rato.247,HIP14293,-4980.491,17705.78779,-0.876,t
rato.248,HIP12097,-4601.427,17705.7918,-0.318,t
rato.249,HIP12097,-4615.903,17705.79717,-0.189,t
rato.250,HIP12097,-4630.401,17705.80254,-0.060,t
rato.254,HIP17405,3054.326,17705.81051,-1.000,t
rato.255,HIP17405,3040.017,17705.81585,-0.871,t
rato.256,HIP17405,3025.460,17705.82124,-0.741,t
rato.257,SO0253,-3185.290,17705.82699,0.241,t
rato.258,SO0253,-3200.022,17705.83236,0.370,t
rato.259,SO0253,-3214.811,17705.83776,0.500,t
rato.260,HIP11090,-2149.260,17705.84189,1.117,t
rato.261,HIP11090,-2153.225,17705.84374,1.162,t
rato.262,HIP11090,-2156.785,17705.84541,1.202,t
rato.264,HIP12709,-4027.401,17705.85606,1.104,t
rato.265,HIP12709,-4041.296,17705.86137,1.231,t
rato.266,HIP12709,-4055.277,17705.86676,1.361,t
ratp.210,HIP117410,-25907.144,17707.63998,-0.979,t
ratp.211,HIP117410,-25920.308,17707.64534,-0.850,t
ratp.212,HIP117410,-25933.621,17707.65072,-0.721,t
ratp.241,HIP12706,-7171.476,17707.75209,-1.261,t
ratp.242,HIP12706,-7173.318,17707.75277,-1.244,t
ratp.243,HIP12706,-7175.193,17707.75346,-1.228,t
ratp.244,HIP13402,-7841.121,17707.75586,-1.309,t
ratp.245,HIP13402,-7848.249,17707.75862,-1.243,t
ratp.246,HIP13402,-7855.504,17707.76141,-1.176,t
ratp.259,HIP17027,-1263.188,17707.78813,-1.316,t
ratp.260,HIP17027,-1269.843,17707.79063,-1.256,t
ratp.261,HIP17027,-1276.715,17707.7932,-1.194,t
ratp.334,HIP53217,23928.145,17708.05061,-2.047,t
ratr.195,HIP114971,-27181.547,17711.57655,-1.712,t
ratr.196,HIP114971,-27183.342,17711.57733,-1.694,t
ratr.197,HIP114971,-27185.141,17711.5781,-1.675,t
ratr.205,HIP112909,-20928.598,17711.59706,-0.800,t
ratr.206,HIP112909,-20940.248,17711.60243,-0.671,t
ratr.207,HIP112909,-20951.986,17711.60781,-0.541,t
ratr.208,HIP111313,-27680.633,17711.61336,-0.072,t
ratr.209,HIP111313,-27693.826,17711.61876,0.058,t
ratr.210,HIP111313,-27706.958,17711.62413,0.187,t
ratr.211,GJ873,-16131.061,17711.63154,0.114,t
ratr.212,GJ873,-16141.217,17711.63691,0.243,t
ratr.213,GJ873,-16151.376,17711.64229,0.373,t
ratr.214,HIP114971,-27356.335,17711.6474,-0.007,t
ratr.215,HIP114971,-27358.456,17711.64823,0.013,t
ratr.216,HIP114971,-27360.549,17711.64906,0.033,t
ratr.225,HIP111169,-13769.329,17711.66348,1.147,t
ratr.226,HIP111169,-13770.592,17711.66426,1.165,t
ratr.227,HIP111169,-13771.854,17711.66503,1.184,t
ratu.196,10780,-3219.148,17717.57826,3.821,t
ratu.197,10780,-3219.950,17717.57915,3.799,t
ratu.198,10780,-3220.745,17717.58003,3.778,t
ratu.199,10780,-3221.566,17717.58094,3.756,t
ratu.200,10780,-3222.422,17717.58187,3.734,t
ratu.207,18757,177.756,17717.59191,4.777,t
ratu.208,18757,176.244,17717.59395,4.728,t
ratu.209,18757,174.687,17717.59603,4.678,t
ratu.210,18757,173.102,17717.5981,4.628,t
ratu.211,18757,171.353,17717.60034,4.574,t
ratu.220,GJ860A,-11441.296,17717.65915,1.497,t
ratu.221,GJ860A,-11448.430,17717.66452,1.627,t
ratu.222,GJ860A,-11455.487,17717.6699,1.756,t
ratu.230,HIP112915,-11342.565,17717.70372,2.163,t
ratu.231,HIP112915,-11349.293,17717.70909,2.292,t
ratu.232,HIP112915,-11355.907,17717.71447,2.421,t
ratu.245,14214,-15156.348,17717.74493,-0.340,t
ratu.246,14214,-15158.656,17717.74576,-0.320,t
ratu.247,14214,-15160.997,17717.74661,-0.300,t
ratu.248,14214,-15163.243,17717.74742,-0.280,t
ratu.249,14214,-15165.489,17717.74823,-0.261,t
ratu.280,HIP20713,1921.188,17717.82581,-0.552,t
ratu.281,HIP20713,1918.677,17717.82672,-0.530,t
ratu.282,HIP20713,1916.165,17717.82763,-0.508,t
ratu.283,HIP20901,2004.634,17717.8295,-0.504,t
ratu.284,HIP20901,2001.810,17717.83052,-0.480,t
ratu.285,HIP20901,1999.016,17717.83152,-0.455,t
ratu.289,HIP20842,2595.858,17717.83988,-0.242,t
ratu.290,HIP20842,2580.381,17717.84563,-0.104,t
ratu.291,HIP20842,2573.898,17717.84804,-0.046,t
ratx.213,HIP113409,-30110.382,17722.65004,1.147,t
ratx.214,HIP113409,-30121.957,17722.65535,1.275,t
ratx.215,HIP113409,-30133.525,17722.66072,1.404,t
ratx.257,HIP19684,-5348.842,17722.82199,-0.045,t
ratx.258,HIP19684,-5358.489,17722.82603,0.052,t
raty.196,HIP111170,-30188.682,17724.60193,0.581,t
raty.197,HIP111170,-30200.099,17724.60699,0.702,t
raty.198,HIP111170,-30210.828,17724.61177,0.817,t
raty.199,HIP118162,-15095.009,17724.62075,-0.489,t
raty.200,HIP118162,-15104.013,17724.62594,-0.364,t
raty.201,HIP118162,-15112.598,17724.63087,-0.246,t
raua.219,HIP32617,13557.234,17727.90224,-0.394,t
raua.220,HIP32617,13543.458,17727.90726,-0.274,t
raua.221,HIP32617,13526.854,17727.9133,-0.128,t
raub.223,HIP21547,-3488.098,17728.78391,-1.013,t
raub.224,HIP21547,-3503.039,17728.78937,-0.882,t
raub.225,HIP21547,-3518.561,17728.79501,-0.746,t
raub.226,HIP21273,-2958.510,17728.80112,-0.548,t
raub.227,HIP21273,-2972.486,17728.80619,-0.426,t
raub.228,HIP21273,-2986.089,17728.81111,-0.308,t
raub.230,HIP29650,9697.515,17728.86709,-0.637,t
raub.231,HIP29650,9683.078,17728.87248,-0.508,t
raub.232,HIP29650,9668.805,17728.87779,-0.380,t
raug.205,210667,-21964.324,17741.6,1.988,t
raug.206,210667,-21967.952,17741.60228,2.043,t
raug.207,210667,-21971.549,17741.60456,2.098,t
raug.208,210667,-21975.114,17741.60684,2.153,t
raug.209,210667,-21978.736,17741.60917,2.209,t
raug.210,211472,-15710.418,17741.61329,2.205,t
raug.211,211472,-15714.842,17741.61703,2.295,t
raug.212,211472,-15719.280,17741.62084,2.386,t
raug.213,211472,-15723.383,17741.62442,2.472,t
raug.214,211472,-15727.381,17741.62796,2.558,t
raug.215,222143,-20630.184,17741.63154,1.257,t
raug.216,222143,-20633.319,17741.63343,1.302,t
raug.217,222143,-20636.519,17741.63536,1.349,t
raug.218,222143,-20639.667,17741.63727,1.395,t
raug.219,222143,-20642.897,17741.63924,1.442,t
raug.223,24409,-6815.074,17741.65184,-2.626,t
raug.224,24409,-6817.783,17741.65391,-2.576,t
raug.225,24409,-6821.063,17741.6564,-2.516,t
raug.226,24409,-6824.434,17741.65894,-2.455,t
raug.227,24409,-6827.833,17741.66147,-2.394,t
raug.228,220182,-21354.905,17741.66172,2.264,t
raug.229,220182,-21360.222,17741.66529,2.350,t
raug.230,220182,-21365.193,17741.66868,2.431,t
raug.231,220182,-21369.726,17741.67182,2.507,t
raug.232,220182,-21374.213,17741.67497,2.583,t
raug.233,217813,-27706.560,17741.67801,2.996,t
raug.234,217813,-27711.011,17741.68094,3.066,t
raug.235,217813,-27716.045,17741.68432,3.147,t
raug.236,217813,-27720.763,17741.68756,3.225,t
raug.237,217813,-27725.016,17741.69054,3.297,t
raug.257,25680,-12319.062,17741.74392,-0.585,t
raug.258,25680,-12321.306,17741.74478,-0.564,t
raug.259,25680,-12324.007,17741.74581,-0.539,t
raug.260,25680,-12326.680,17741.74682,-0.515,t
raug.261,25680,-12328.989,17741.7477,-0.494,t
raug.266,HIP18280,-14739.859,17741.75583,-0.097,t
raug.267,HIP18280,-14753.309,17741.76078,0.022,t
raug.268,HIP18280,-14769.741,17741.76683,0.168,t
raug.273,25893,-10189.717,17741.78002,0.249,t
raug.274,25893,-10194.895,17741.78226,0.303,t
raug.275,25893,-10199.803,17741.78439,0.354,t
raug.276,25893,-10204.652,17741.7865,0.405,t
raug.277,25893,-10209.602,17741.78865,0.457,t
raug.281,KC03C05896,-9527.528,17741.79735,0.504,t
raug.282,KC03C05896,-9540.984,17741.8031,0.642,t
raug.283,KC03C05896,-9551.687,17741.8077,0.753,t
raug.284,HIP28103,541.630,17741.81135,-0.796,t
raug.285,HIP28103,539.499,17741.81216,-0.777,t
raug.286,HIP28103,537.426,17741.81295,-0.758,t
raug.287,KC04C021919,-1864.813,17741.81669,-0.307,t
raug.290,HIP33373,6806.943,17741.8404,-1.117,t
raug.291,HIP33373,6794.969,17741.84583,-0.986,t
raug.292,HIP33373,6782.935,17741.85125,-0.856,t
raug.307,HIP41378,18789.854,17741.89051,-1.389,t
raug.308,HIP41378,18746.225,17741.90736,-0.984,t
raug.309,HIP41378,18700.015,17741.92478,-0.565,t
raug.310,HIP41378,18655.264,17741.94142,-0.164,t
raug.311,HIP41378,18607.293,17741.95917,0.263,t
raug.342,61VIR,26736.503,17742.10104,-1.022,t
rauh.200,217580,-29397.072,17743.59157,1.097,t
rauh.201,217580,-29403.708,17743.59473,1.173,t
rauh.202,217580,-29410.133,17743.59781,1.247,t
rauh.203,217580,-29416.681,17743.60097,1.323,t
rauh.204,217580,-29422.847,17743.60397,1.395,t
rauh.205,224465,-19243.466,17743.61057,0.541,t
rauh.206,224465,-19246.658,17743.61253,0.588,t
rauh.207,224465,-19249.863,17743.61449,0.635,t
rauh.208,224465,-19253.063,17743.61646,0.683,t
rauh.209,224465,-19256.218,17743.61841,0.729,t
rauh.214,HIP117473,-30377.129,17743.64969,1.675,t
rauh.215,HIP117473,-30388.211,17743.65499,1.803,t
rauh.216,HIP117473,-30399.366,17743.66042,1.934,t
rauh.217,HIP112774,-28982.781,17743.66443,3.052,t
rauh.218,HIP112774,-28990.525,17743.66984,3.182,t
rauh.219,HIP112774,-28997.890,17743.67521,3.311,t
rauh.248,HIP19076,-13331.311,17743.75881,-0.093,t
rauh.254,HIP21482,-9435.179,17743.77951,-0.126,t
rauh.255,HIP21482,-9448.871,17743.78482,0.002,t
rauh.256,HIP21482,-9462.833,17743.79024,0.132,t
rauh.257,HIP21029,-10991.031,17743.7984,0.435,t
rauh.258,HIP21029,-10993.768,17743.79941,0.460,t
rauh.259,HIP21029,-10996.535,17743.80042,0.484,t
rauh.263,HIP27922,-570.463,17743.82181,-0.373,t
rauh.264,HIP27922,-584.471,17743.82725,-0.242,t
rauh.265,HIP27922,-598.596,17743.83272,-0.110,t
rauh.280,HIP32769,3298.007,17743.87782,0.043,t
rauh.281,HIP32769,3289.600,17743.88317,0.171,t
rauh.282,HIP32769,3280.875,17743.88873,0.305,t
rauj.222,17925,-22208.739,17745.78586,1.957,t
rauk.237,HIP22263,-11083.860,17749.74939,-0.601,t
rauk.242,GJ144,-19883.664,17749.757,0.839,t
rauk.243,16765,-24936.777,17749.7582,1.742,t
rauk.253,GJ202,-7557.631,17749.83658,0.846,t
rauk.257,47105,1727.065,17749.84435,-0.192,t
raul.205,GJ876,-26632.643,17751.60035,2.007,t
raul.206,GJ876,-26641.913,17751.60584,2.140,t
raul.207,GJ876,-26650.409,17751.61099,2.263,t
raul.262,48097,1270.844,17751.82349,-0.642,t
ravd.202,HIP22715,-25010.864,17784.63229,-1.192,t
ravd.203,HIP22715,-25023.498,17784.63766,-1.062,t
ravd.204,HIP22715,-25036.213,17784.64302,-0.933,t
ravd.207,KC24C026345,-11394.841,17784.66442,6.916,t
ravd.208,HIP23296,-23048.808,17784.67634,-0.249,t
ravd.209,HIP23296,-23059.247,17784.68038,-0.152,t
ravd.210,HIP23296,-23069.667,17784.6844,-0.055,t
ravd.211,HIP21818,-25973.802,17784.68931,0.383,t
ravd.212,HIP21818,-25986.636,17784.69459,0.510,t
ravd.213,HIP21818,-25999.896,17784.70007,0.641,t
ravd.217,HIP29800,-17760.739,17784.74602,0.124,t
ravd.218,HIP29800,-17764.134,17784.74728,0.155,t
ravd.219,HIP29800,-17767.280,17784.74845,0.183,t
ravd.223,HIP29860,-17098.766,17784.7779,0.881,t
ravd.224,HIP29860,-17101.819,17784.77905,0.908,t
ravd.225,HIP29860,-17104.898,17784.78021,0.936,t
ravj.209,HIP36152,-16280.575,17796.75372,-0.083,t
ravj.210,HIP36152,-16294.337,17796.759,0.044,t
ravj.211,HIP36152,-16308.368,17796.76438,0.174,t
ravj.217,HIP45688,-5943.426,17796.79023,-1.082,t
ravj.218,HIP45688,-5945.742,17796.79125,-1.057,t
ravj.219,HIP45688,-5947.981,17796.79223,-1.034,t
ravj.241,HIP45836,-7847.721,17797.01535,4.322,t
ravj.242,HIP45836,-7852.361,17797.01989,4.431,t
ravj.243,HIP45836,-7856.805,17797.0244,4.540,t
ravq.186,HIP25110,-15691.412,17809.07294,10.546,t
ravq.187,HIP25110,-15690.697,17809.07535,10.604,t
ravq.188,HIP25110,-15689.931,17809.07791,10.666,t
ravq.189,HIP97384,16716.003,17809.0782,-3.614,t
ravt.193,HIP30756,-26957.397,17814.63523,-0.711,t
ravt.194,HIP30756,-26970.028,17814.64056,-0.582,t
ravt.195,HIP30756,-26982.748,17814.64591,-0.454,t
ravt.196,HIP30112,-25446.706,17814.65119,-0.195,t
ravt.197,HIP30112,-25460.472,17814.65664,-0.063,t
ravt.198,HIP30112,-25473.896,17814.66196,0.064,t
ravt.199,KC18C013160,-21152.564,17814.67103,-0.129,t
ravt.200,KC18C013160,-21159.107,17814.67611,-0.006,t
ravt.201,KC18C013160,-21165.265,17814.68089,0.109,t
ravt.202,GJ234,-24005.731,17814.68735,0.519,t
ravt.203,GJ234,-24019.198,17814.69271,0.648,t
ravt.204,GJ234,-24032.480,17814.69802,0.776,t
ravt.205,HIP38325,-19903.959,17814.70498,-0.433,t
ravt.206,HIP38325,-19909.155,17814.70817,-0.356,t
ravt.207,HIP38325,-19913.963,17814.71112,-0.285,t
ravt.208,HIP38382,-15083.271,17814.71498,-0.223,t
ravt.209,HIP38382,-15086.280,17814.71614,-0.195,t
ravt.210,HIP38382,-15089.259,17814.71729,-0.167,t
ravt.211,HIP35550,-23788.347,17814.71831,0.392,t
ravt.212,HIP35550,-23790.116,17814.71903,0.409,t
ravt.213,HIP35550,-23791.885,17814.71975,0.426,t
ravt.215,HIP30630,-27202.522,17814.73599,1.742,t
ravt.216,HIP30630,-27212.177,17814.7404,1.848,t
ravt.217,HIP30630,-27221.508,17814.74471,1.952,t
ravt.231,HIP36399,-18860.589,17814.79518,2.086,t
ravt.232,HIP36399,-18867.281,17814.79811,2.156,t
ravt.233,HIP36399,-18873.829,17814.801,2.226,t
ravt.251,HIP65327,210.457,17814.95842,0.126,t
ravt.252,HIP65327,202.179,17814.96388,0.258,t
ravt.253,HIP65327,194.074,17814.96924,0.387,t
ravt.254,HIP65011,8226.647,17814.97747,0.621,t
ravt.255,HIP65011,8214.560,17814.98282,0.750,t
ravt.256,HIP65011,8202.643,17814.98812,0.877,t
ravt.257,HIP65026,3713.810,17814.99293,1.003,t
ravt.258,HIP65026,3702.913,17814.99885,1.146,t
ravt.259,HIP65026,3693.672,17815.00392,1.268,t
ravu.195,HIP34567,-24754.319,17815.63594,-1.342,t
ravu.196,HIP34567,-24763.985,17815.64021,-1.239,t
ravu.197,HIP34567,-24773.967,17815.64458,-1.134,t
ravu.198,KC18C019742,-25736.754,17815.64793,0.821,t
ravu.199,KC18C019742,-25744.343,17815.6531,0.945,t
ravu.200,KC18C019742,-25751.539,17815.65805,1.064,t
ravu.201,HIP38956,-20991.018,17815.66634,-1.430,t
ravu.202,HIP38956,-21001.465,17815.67168,-1.301,t
ravu.203,HIP38956,-21012.156,17815.67708,-1.171,t
ravu.204,HIP30060,-22759.847,17815.67923,0.568,t
ravu.205,HIP30060,-22761.053,17815.68013,0.590,t
ravu.206,HIP30060,-22762.243,17815.68102,0.612,t
ravu.207,KC18C003632,-21103.069,17815.68322,0.548,t
ravu.208,KC18C003632,-21107.357,17815.68695,0.638,t
ravu.209,KC18C003632,-21111.670,17815.69071,0.728,t
ravu.210,HIP34950,-24595.761,17815.6976,0.068,t
ravu.211,HIP34950,-24609.035,17815.70312,0.201,t
ravu.212,HIP34950,-24621.762,17815.70842,0.329,t
ravu.213,KC18C005941,-26287.545,17815.71094,1.671,t
ravu.214,KC18C005941,-26291.117,17815.71319,1.726,t
ravu.215,KC18C005941,-26294.885,17815.71559,1.783,t
ravu.219,HIP31635,-26764.720,17815.7408,1.736,t
ravu.220,HIP31635,-26776.737,17815.74623,1.867,t
ravu.221,HIP31635,-26788.336,17815.75155,1.995,t
ravu.232,HIP38712,-20088.158,17815.79424,1.679,t
ravu.233,HIP38712,-20094.288,17815.79674,1.740,t
ravu.234,HIP38712,-20100.546,17815.79931,1.801,t
ravu.257,HIP56199,-7560.933,17815.97308,2.411,t
ravu.258,HIP56199,-7566.983,17815.97843,2.540,t
ravu.259,HIP56199,-7572.967,17815.98382,2.669,t
ravu.260,HIP56157,7143.702,17815.99274,2.836,t
ravu.261,HIP56157,7131.865,17815.99817,2.967,t
ravu.262,HIP56157,7120.181,17816.00367,3.099,t
ravx.200,HIP28368,-23965.997,17820.71547,2.118,t
ravx.201,HIP28368,-23972.001,17820.72085,2.247,t
ravx.202,HIP28368,-23977.883,17820.72623,2.377,t
ravx.203,HIP36121,-18464.325,17820.73504,1.097,t
ravx.204,HIP36121,-18477.246,17820.74042,1.226,t
ravx.205,HIP36121,-18490.040,17820.7458,1.356,t
ravx.206,HIP33560,-21126.618,17820.75081,1.956,t
ravx.207,HIP33560,-21138.323,17820.7562,2.086,t
ravx.208,HIP33560,-21149.789,17820.76157,2.215,t
ravx.209,HIP36985,-21163.783,17820.76816,1.723,t
ravx.210,HIP36985,-21176.577,17820.77354,1.852,t
ravx.211,HIP36985,-21189.148,17820.77891,1.982,t
ravx.212,HIP50384,-9505.000,17820.78612,-0.579,t
ravx.213,HIP50384,-9513.158,17820.78925,-0.503,t
ravx.214,HIP50384,-9521.335,17820.79239,-0.428,t
ravx.215,90905,-4207.195,17820.79697,-0.533,t
ravx.216,HIP52469,-9929.133,17820.79927,-0.676,t
ravx.217,HIP52469,-9931.284,17820.80036,-0.650,t
ravx.218,HIP52469,-9933.437,17820.80144,-0.624,t
ravx.219,HIP52422,-7220.414,17820.80466,-0.562,t
ravx.220,HIP52422,-7227.022,17820.80726,-0.500,t
ravx.221,HIP52422,-7233.641,17820.80985,-0.438,t
ravx.222,HIP52470,-10174.440,17820.81314,-0.340,t
ravx.223,HIP52470,-10184.781,17820.81851,-0.210,t
ravx.224,HIP52470,-10195.161,17820.82389,-0.081,t
ravx.225,HIP56238,-1198.814,17820.83121,-0.739,t
ravx.226,HIP56238,-1212.837,17820.83658,-0.610,t
ravx.227,HIP56238,-1226.923,17820.84195,-0.480,t
ravx.228,HIP52600,-8915.614,17820.84832,0.463,t
ravx.229,HIP52600,-8927.637,17820.85369,0.592,t
ravx.230,HIP52600,-8939.635,17820.85908,0.722,t
ravx.231,HIP56035,-8750.744,17820.86311,0.129,t
ravx.232,HIP56035,-8752.832,17820.86462,0.165,t
ravx.233,HIP56035,-8755.224,17820.86634,0.207,t
ravx.234,HIP61099,5807.732,17820.87265,-0.729,t
ravx.235,HIP61099,5793.611,17820.87802,-0.600,t
ravx.236,HIP61099,5779.395,17820.8834,-0.471,t
ravx.237,HIP60303,-862.620,17820.88842,-0.173,t
ravx.238,HIP60303,-874.072,17820.8938,-0.043,t
ravx.239,HIP60303,-885.504,17820.89917,0.086,t
ravx.240,HIP60994,12644.782,17820.9063,0.103,t
ravx.241,HIP60994,12632.823,17820.91067,0.208,t
ravx.242,HIP60994,12620.751,17820.91509,0.314,t
ravx.243,107146,5256.345,17820.92025,0.615,t
ravx.244,HIP65143,6397.515,17820.92609,-0.248,t
ravx.245,HIP65143,6385.049,17820.93147,-0.119,t
ravx.246,HIP65143,6372.597,17820.93685,0.010,t
ravx.247,HIP61053,-3150.972,17820.94187,0.983,t
ravx.248,HIP61053,-3156.294,17820.94503,1.059,t
ravx.249,HIP61053,-3161.437,17820.9481,1.133,t
ravx.250,HIP59816,7292.335,17820.95526,1.507,t
ravx.251,HIP59816,7278.167,17820.96064,1.636,t
ravx.252,HIP59816,7264.174,17820.96602,1.766,t
ravx.253,HIP61094,8284.994,17820.97132,1.641,t
ravx.254,HIP61094,8271.115,17820.97671,1.771,t
ravx.255,HIP61094,8257.481,17820.98208,1.900,t
ravx.256,HIP63121,2909.880,17820.98433,1.568,t
ravx.257,HIP63121,2908.511,17820.98499,1.584,t
ravx.258,HIP63121,2907.144,17820.98565,1.599,t
ravx.259,HIP63257,15548.649,17820.99092,1.685,t
ravx.260,HIP63257,15535.382,17820.99629,1.814,t
ravx.261,HIP63257,15522.273,17821.00168,1.944,t
ravx.262,122973,21159.437,17821.01439,1.145,t
ravx.263,133295,26589.304,17821.03056,0.583,t
ravx.264,175726,23694.351,17821.03393,-3.086,t
ravx.265,KIC8462852T,5892.729,17821.03992,-4.102,t
ravx.266,KIC8462852T,5889.524,17821.0453,-3.973,t
ravx.267,KIC8462852T,5886.065,17821.05067,-3.843,t
ravx.268,152555,28455.329,17821.06553,-0.354,t
ravy.188,HIP26624,-26587.017,17821.62641,0.387,t
ravy.189,HIP26624,-26594.690,17821.62966,0.465,t
ravy.190,HIP26624,-26602.862,17821.63313,0.549,t
ravy.191,HIP21673,-29706.334,17821.63473,1.625,t
ravy.192,HIP21673,-29710.570,17821.63689,1.677,t
ravy.193,HIP21673,-29714.824,17821.63906,1.729,t
ravy.202,HIP36439,-23325.438,17821.66659,-0.531,t
ravy.203,HIP36439,-23327.315,17821.66769,-0.504,t
ravy.204,HIP36439,-23329.253,17821.66882,-0.477,t
ravy.235,HIP50485,-12180.194,17821.80486,-0.061,t
ravy.236,HIP50485,-12188.281,17821.80872,0.032,t
ravy.237,HIP50485,-12196.805,17821.81278,0.129,t
ravz.186,HIP36393,-25682.018,17823.64112,-1.013,t
ravz.187,HIP36393,-25684.347,17823.64216,-0.988,t
ravz.188,HIP36393,-25686.704,17823.64321,-0.962,t
ravz.202,HIP23941,-26798.160,17823.69403,2.682,t
ravz.203,HIP23941,-26799.988,17823.69508,2.707,t
ravz.204,HIP23941,-26801.846,17823.69616,2.733,t
ravz.245,HIP35643,-25169.110,17823.91545,5.738,t
ravz.246,HIP35643,-25170.107,17823.91875,5.817,t
ravz.247,HIP35643,-25170.992,17823.92205,5.896,t
rawa.187,KC18C020225,-26573.759,17824.63832,2.403,t
rawa.188,KC18C020225,-26578.421,17824.6423,2.499,t
rawa.189,KC18C020225,-26582.935,17824.64623,2.593,t
rawa.191,HIP35191,-26758.192,17824.67837,0.174,t
rawa.192,HIP35191,-26770.190,17824.6836,0.300,t
rawa.193,HIP35191,-26783.062,17824.68923,0.436,t
rawa.194,HIP23179,-29068.363,17824.6911,2.834,t
rawa.195,HIP23179,-29071.388,17824.69339,2.889,t
